tags,ave_area,x_min,median_aspect_ratio,max_aspect_ratio,publish_time,title,PWN,orientable,num_geometric_degenerated_faces,max_dihedral_angle,category,p25_aspect_ratio,num_complanar_intersecting_faces,total_area,ave_dihedral_angle,num_connected_components,p95_dihedral_angle,vertex_manifold,median_valance,license,max_valance,median_dihedral_angle,num_vertices,min_valance,stl_file,min_aspect_ratio,euler_characteristic,z_max,num_boundary_edges,x_max,thing_id,num_combinatorial_degenerated_faces,y_min,p25_area,p25_dihedral_angle,p75_aspect_ratio,p95_aspect_ratio,p90_area,edge_manifold,y_max,p90_aspect_ratio,subcategory,p75_valance,min_dihedral_angle,num_duplicated_faces,link,p25_valance,max_area,min_area,p95_area,solid,p90_valance,z_min,ave_valance,ave_aspect_ratio,p75_dihedral_angle,num_self_intersections,author,num_faces,p75_area,median_area,img_file,p90_dihedral_angle,json_file,p95_valance
"['dart', 'fun', 'gun', 'mechanical', 'nerf', 'pistol', 'toys', 'weapon']",1.0141,5.8420000076293945,39.8151,1649.43,2012-05-08T18:12:32,LF1 - Foam Dart Blaster  (NERF Compatible) ,1,1,,1.5708,toys-and-games,20.7231,,1131.73,0.536736,1,1.5708,1,5.0,Creative Commons - Attribution - Share Alike,58.0,0.00872597,558,4.0,69694.stl,1.05652,,6.349999904632568,,5.8420000076293945,16726,,-10.699749946594238,0.0788165,,52.9715,1641.1,0.647431,1,11.334750175476074,769.699,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/65/04/c2/3b/9e/Catch.STL,5.0,69.9595,6.71176e-05,0.647454,1,6.0,4.3368089546398138e-16,6.0,201.647,1.5708,,Landru,1116,0.246049,0.0788179,69694.png,1.5708,69694.json,7.15
"['futur', 'makerbot', 'moto']",1.33783,-4.5,2.21457,397.885,2013-01-09T21:10:23,croco-bike 2040 ,1,1,,1.5708,models,1.71882,,722.428,0.307967,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,12.0,0.22342,270,4.0,116073.stl,1.04517,,-18.0096492767334,,4.5,41206,,59.82564926147461,0.260381,9.33417e-06,2.59215,3.89801,5.8505,1,60.0,3.89266,vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/58/2f/9a/ee/b8/gallet_ar.stl,6.0,6.81081,0.110978,6.50899,1,7.0,-19.4455509185791,6.0,3.82371,0.390122,,Gab_9,540,1.56434,0.296427,116073.png,0.785372,116073.json,7.0
"['15mm', 'Battle', 'fantasy', 'figure', 'game', 'gaming', 'mage', 'miniature', 'model', 'Multiverse', 'norse', 'pocket', 'RPG', 'saga', 'strategy', 'tabletop', 'tactics', 'Troll', 'Viking', 'wargame', 'Warrior', 'wizard']",0.0829817,20.167499542236328,1.56042,45633.4,2014-01-08T05:29:47,Saga of the Nine Worlds ,1,1,,3.08602,toys-and-games,1.19961,,4040.38,0.333367,3,1.38918,1,6.0,Creative Commons - Attribution - Share Alike,53.0,0.19393,24351,3.0,409633.stl,1.00006,6,,,22.236499786376953,221521,,4.167500019073486,0.0121027,0.0664726,2.79601,18.0887,0.139167,1,6.236499786376953,7.89529,games,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/cc/23/0b/40/bb/Trollspawn_Lobr_x3.stl,5.0,13.9406,2.48814e-08,0.201022,1,9.0,,5.99852,14.9497,0.390913,,dutchmogul,48690,0.0788516,0.0377889,409633.png,0.823916,409633.json,10.0
"['dumbbell', 'exercise', 'handle', 'training', 'useful']",3.70084,39.987464904785156,1.59719,873161000000000.0,2012-02-28T00:10:48,Tin can dumbbell by Samuel Bernier ,1,1,19,3.14159,None,1.20711,17,33537.0,0.297893,1,1.5708,1,6.0,Creative Commons - Attribution - No Derivatives,38.0,6.84667e-06,4533,3.0,59127.stl,-927523000000000.0,2,10.0,,40.0,18249,,-1.0012587308883667,0.0156296,,5.25006,84.5492,16.3265,1,,59.6669,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d0/e6/2f/ca/90/dumbell_part2.stl,5.0,43.7113,,20.8963,,7.0,8.75,5.99735,-84118000000.0,0.183628,122,samuel,9062,3.67293,0.60372,59127.png,1.5708,59127.json,8.0
"['doodle', 'nightmare', 'robot', 'toy', 'toy_robot']",0.472455,-18.575210571289062,1.07651,6387640.0,2012-07-07T20:38:23,doodle bot ,1,1,,1.91212,art,1.02968,,7049.97,0.133181,1,0.360364,1,6.0,Creative Commons - Attribution - Non-Commercial,93.0,0.0926438,7463,3.0,78976.stl,1.00001,2,51.823158264160156,,-18.0120792388916,26420,,1.4157379865646362,0.213608,0.0446836,1.17996,1.66523,0.842523,1,1.9423860311508179,1.37729,sculptures,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/84/85/82/37/f0/doodlebot.stl,5.0,7.58271,0.000317335,1.00052,1,7.0,51.135318756103516,5.99839,454.542,0.164027,,cerberus333,14922,0.641067,0.429658,78976.png,0.266268,78976.json,8.0
"['Castle', 'makerbot', 'MakerBot_People', 'MakerBot_playset', 'playset', 'skimbal', 'toy']",1.13483,-5.080277919769287,2.86279,725800.0,2012-01-17T13:03:16,MakerBot Damsels ,,,,,None,1.8505,6126,6951.98,,1,,,6.0,Creative Commons - Attribution - Share Alike,18.0,,997,3.0,51475.stl,1.00172,4139,5.649785041809082,,-4.412722110748291,15614,,6.817551136016846,0.420136,,5.38983,21.6716,2.65888,,8.461761474609375,12.3896,None,6.0,,1988,https://thingiverse-production-new.s3.amazonaws.com/assets/a3/e0/6f/6a/d5/Hair.stl,5.0,17.598,0.000237509,3.46936,,8.0,3.958004951477051,5.98596,413.123,,6693,MakerBotWorkshop,6126,1.23447,0.674345,51475.png,,51475.json,8.0
['Fushigi'],34.3547,-4.331261157989502,9.0301,118.061,2012-05-10T15:15:05,The FIBIAC - a simple electromechanical computer ,1,1,,1.5708,hobby,4.21151,,12917.4,0.54588,1,1.5708,1,6.0,Creative Commons - Public Domain Dedication,7.0,0.0285566,188,5.0,69917.stl,4.20895,,50.79999923706055,,-0.2154071033000946,22803,,-25.027990341186523,10.9427,,26.9383,59.2114,73.6629,1,-2.4580419063568115,59.2114,diy,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/52/40/c9/27/5e/big_roller.STL,6.0,73.663,2.46212,73.6629,1,7.0,50.79999923706055,6.0,22.3841,1.5708,,chris,376,73.6627,33.0893,69917.png,1.5708,69917.json,7.0
"['3D', 'makerbot', 'stereo_camera_mount']",5.94974,-14.5,6.69812,122.267,2012-07-23T08:18:25,stereo USB camera mount ,1,1,,1.57325,gadgets,2.0028,,2796.38,0.361908,1,1.5708,1,6.0,Creative Commons - Attribution - Non-Commercial,13.0,2.77556e-17,235,4.0,82667.stl,1.0005,,20.832679748535156,,-6.499996185302734,27243,,9.248323440551758,0.179614,,15.3377,28.4314,32.6439,1,9.316461563110352,19.3233,camera,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f7/ce/a7/e8/64/top_mount_R.stl,5.0,43.75,0.000453352,36.1111,1,7.0,20.31505012512207,6.0,10.1761,0.261788,,brianhomer,470,3.17571,0.861134,82667.png,1.5708,82667.json,8.0
"['bigben', 'Big_Ben', 'clock', 'large', 'London', 'SeeTheWorld']",0.367575,28.5,5.20774,34050700.0,2012-11-07T01:41:15,Big Ben ,1,1,10,3.14159,models,1.89096,,15943.2,0.692551,1,1.5711,,6.0,Creative Commons - Attribution - Share Alike,30.0,1.76168e-05,20304,3.0,98008.stl,1.00001,-1081,9.5,,31.5,33913,,-36.5,0.00135947,,27.2361,743.137,0.633837,,-36.5,305.597,buildings-and-structures,7.0,,5,https://thingiverse-production-new.s3.amazonaws.com/assets/cd/61/2a/13/3e/BlackBigBenFace.stl,5.0,218.964,,1.41165,,9.0,6.5,6.37894,1917.35,1.5708,48,MakeALot,43374,0.179834,0.036609,98008.png,1.5708,98008.json,10.0
"['optimus_prime', 'tardis', 'toy', 'transformer']",15.4279,33.58177947998047,3.22677,13196700.0,2013-07-06T18:01:54,Tardis Transformer V2 ,1,1,,2.53362,toys-and-games,1.54846,,6232.87,0.646163,1,1.57092,1,6.0,Creative Commons - Attribution,13.0,0.00144492,198,3.0,389250.stl,1.00288,-4,4.51247501373291,,33.82917785644531,113117,,20.613401412963867,1.1698,7.35623e-07,4.81291,287.31,38.1719,1,24.25475311279297,16.6707,mechanical-toys,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/19/75/9d/2c/6f/footleft_supported_blue.stl,5.0,595.039,1.99848e-06,68.2094,1,8.0,0.019580043852329254,6.12121,61519.4,1.5708,,Ellindsey,404,12.3636,4.77164,389250.png,1.5708,389250.json,9.0
"['animal', 'automaton', 'bird', 'dolphin', 'featured', 'mech', 'mechanical_gizmo', 'multi-part', 'prairie_dog', 'sea_life', 'toy']",8.83798,-15.737159729003906,4.98959,6503.48,2011-10-12T06:54:24,Mechanical Animals ,1,1,,1.5708,None,3.71267,,3393.78,0.567232,2,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,14.0,0.130893,192,4.0,39642.stl,1.23802,,28.5,,-15.687950134277344,11980,,-4.187192916870117,2.38848,,18.1124,114.408,14.0968,1,-3.405582904815674,29.4749,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/cc/47/d5/00/20/pecking_bird_crank.stl,5.0,75.48,0.0793706,36.1378,1,7.0,,6.0,109.824,1.5708,,sconine,384,11.16,2.64316,39642.png,1.5708,39642.json,8.35
"['customizer', 'trumpet']",3.2781,-9.660200119018555,10.2304,39684900.0,2013-07-22T13:40:27,Printable trumpet / horn ,1,1,,3.04518,hobby,2.92785,,11276.7,0.151446,1,0.795409,1,6.0,Creative Commons - Attribution,17.0,0.0270938,1720,3.0,250402.stl,1.00456,,0.10000000149011612,,-9.44909954071045,121702,,-2.008470058441162,0.0394466,0.001047,576.646,82931.7,10.1056,1,,34660.6,music,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/8c/ae/39/a4/7f/Trumpet_2_2_700-800.stl,5.0,18.8315,7.02554e-06,10.3493,1,8.0,,6.0,48571.0,0.206768,,Robo,3440,9.23125,0.0982021,250402.png,0.272977,250402.json,9.0
,51.833,-24.399999618530273,4.55956,2009.29,2014-03-20T20:06:04,Heatwave 3d Printable Typeface ,1,1,,2.35619,art,1.36164,,28819.2,0.781003,1,1.5708,1,6.0,Creative Commons - Attribution,28.0,0.785398,280,4.0,500088.stl,1.20711,2,10.0,,-20.50609588623047,276836,,-25.399999618530273,5.65685,,12.9928,557.693,164.548,1,-21.5060977935791,158.267,signs-and-logos,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/81/d1/e1/ae/27/X__rebuilt_.stl,5.0,1290.32,0.25,236.054,1,7.0,2.0,5.95714,86.3903,1.5708,,LorenIPSVM,556,47.534,11.6301,500088.png,1.5708,500088.json,7.0
"['art', 'bag', 'gunny', 'idaho', 'lamp', 'montana', 'Nylon', 'potato', 'sack', 'sculpture', 'vase']",0.596537,-18.69801902770996,1.53905,1557.01,2012-11-30T15:42:59,Gunny Sacks ,1,1,,2.83815,art,1.27332,,38320.4,0.042469,1,0.125936,1,6.0,Creative Commons - Attribution - Share Alike,12.0,0.018182,32121,4.0,103519.stl,1.00004,2,124.74967956542969,,-18.130828857421875,36200,,-10.004411697387695,0.319683,0.00812136,1.83338,2.60981,0.864433,1,-9.434767723083496,2.20247,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c3/0b/35/bd/e5/GunnySackSmooth2.stl,6.0,644.761,0.0022011,1.06762,,6.0,123.74925994873047,5.99963,2.00488,0.0384253,23,BenitoSanduchi,64238,0.580408,0.410687,103519.png,0.074738,103519.json,6.0
"['3D', '3d_print', 'camera', 'iphone', 'makerbot', 'mount', 'photo', 'time-lapse', 'ultimaker', 'useful', 'video']",1.29565,3.9999988079071045,1.46006,198.671,2012-08-27T07:32:41,Universal iPhone camera mount ,1,1,,1.53748,gadgets,1.35906,,2679.41,0.0836608,1,0.174874,1,6.0,Creative Commons - Attribution - Non-Commercial,15.0,0.0819978,1036,4.0,86242.stl,1.00746,2,2.749999523162842,,36.0,29258,,0.00010000000474974513,0.056084,3.29429e-06,1.53153,47.6177,1.43807,1,0.00010000000474974513,21.2941,camera,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/95/d7/93/cb/db/M8_CAP.STL,6.0,203.5,0.00828027,4.18347,1,6.0,1.4999992847442627,5.98842,6.74328,0.174109,,marinosdrake,2068,0.0741739,0.068008,86242.png,0.174617,86242.json,7.0
"['magnet', 'neodymium', 'polyhedra', 'puzzle', 'toy']",120.381,24.890262603759766,1.46353,2.48954,2015-04-21T18:49:21,Magnetic Bisymmetric Hendecahedrons ,1,1,,1.5708,toys-and-games,1.1801,,3611.44,0.640345,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,6.0,0.68472,17,4.0,1282328.stl,1.03485,2,20.000102996826172,,42.56793212890625,784951,,14.283660888671875,86.6025,1.29109e-07,1.95232,2.31415,216.506,1,39.03239440917969,2.09979,construction-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/cd/43/97/b1/5b/Bisymmetric_Hendecahedron_Solid_v1-0.STL,4.0,223.607,43.3013,220.412,1,6.0,10.000103950500488,5.29412,1.5908,0.955317,,walter,30,141.421,129.904,1282328.png,1.5708,1282328.json,6.0
"['80s', 'character', 'tv']",0.0763816,14.213580131530762,1.16231,3160.67,2013-02-09T06:17:03,Alf ,1,1,,3.13105,models,1.06243,,5970.44,0.102456,1,0.347014,1,6.0,Creative Commons - Attribution - Non-Commercial,14.0,0.0555703,39085,3.0,130206.stl,1.0,2,37.715171813964844,,14.430959701538086,48565,,3.6664650440216064,0.017322,0.0261184,1.35902,2.10266,0.192214,1,3.8963680267333984,1.70734,creatures,7.0,7.73329e-07,,https://thingiverse-production-new.s3.amazonaws.com/assets/c2/14/cf/8e/43/alf.stl,5.0,0.72459,2.95294e-06,0.237804,,8.0,37.069271087646484,5.99969,1.48883,0.105376,482,cerberus333,78166,0.117748,0.0412022,130206.png,0.211881,130206.json,8.0
"['academy', 'anatomy', 'biology', 'curriculum', 'frog']",0.0330728,28.83060073852539,1.35916,1368160.0,2014-03-03T07:01:03,The Frog Dissection Kit ,1,1,,3.14159,learning,1.14386,2391,15529.9,0.0875186,6,0.349211,,6.0,Creative Commons - Attribution,53.0,0.0335889,233867,2.0,470465.stl,1.0,988,22.12439727783203,,30.376300811767578,258112,,-23.016658782958984,0.00339669,0.0136305,1.88677,4.30307,0.074592,,-22.46395492553711,2.98966,,7.0,,163,https://thingiverse-production-new.s3.amazonaws.com/assets/87/d1/eb/4f/28/Organs_Combined.stl,5.0,46.446,4.7044e-06,0.142834,,7.0,20.709897994995117,6.00722,11.6013,0.0827028,13557,Curriculum,469566,0.0264151,0.00871499,470465.png,0.202075,470465.json,8.0
,0.0379243,-9.302590370178223,1.62987,42595200.0,2013-12-05T17:46:10,Planter Necklace ,1,1,,3.12135,fashion,1.21546,,2628.61,0.134616,1,0.549875,1,6.0,Creative Commons - Attribution,58.0,0.0468279,34658,3.0,368148.stl,1.0,2,5.239160060882568,,-8.943360328674316,196645,,-5.300149917602539,0.0019488,0.0133786,3.1777,17.9699,0.0860796,1,-4.693530082702637,8.12749,jewelry,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/03/97/7a/db/a0/Winter_Planter_Pot.stl,5.0,23.5288,1.28013e-06,0.205105,,8.0,2.1308701038360596,5.99965,774.46,0.152508,4,MakerBot,69312,0.0187024,0.00484638,368148.png,0.333167,368148.json,8.0
"['architecture', 'budmen', 'cloud', 'cloud_factory', 'factory', 'fiction', 'imagination', 'isaac_budmen', 'model']",0.958203,-27.863250732421875,2.34452,8646050.0,2013-05-26T19:30:35,Cloud Factory ,1,,,2.88682,models,1.63334,,16076.7,0.326669,1,1.59661,,6.0,Creative Commons - Attribution - Non-Commercial,46.0,0.144749,8371,3.0,206318.stl,1.00003,-9,7.507999897003174,,-27.7935791015625,94164,8,28.626510620117188,0.0229827,0.00146537,4.28187,29.0974,2.15506,,28.676000595092773,11.0259,,7.0,,1,https://thingiverse-production-new.s3.amazonaws.com/assets/28/97/f6/85/65/cloud-factory-island.stl,5.0,123.64,,3.35949,1,8.0,7.390130043029785,6.01075,1874.11,0.331552,,ibudmen,16778,0.805424,0.0601783,206318.png,1.05136,206318.json,9.0
"['arduino', 'enclosure', 'thermometer']",31.0261,42.53550338745117,4.05214,2573490.0,2012-12-31T15:33:11,cliff-therm ,,,31,3.14159,tools,1.67031,65,25286.2,0.712961,2,1.5708,,6.0,Creative Commons - Attribution - Share Alike,21.0,,362,3.0,112856.stl,-902479000000000.0,-1,-8.140424728393555,6,45.03550338745117,39822,,2.0,2.96939,,10.1035,170.851,69.75,,2.0,63.9196,hand-tools,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/a3/37/08/48/44/cliff-therm-AA-4-battery-bottom-mk1_3.stl,5.0,655.65,,125.068,,9.0,-13.140424728393555,6.50829,-1160000000000.0,1.5708,187,s_p_e_x,815,19.9678,10.5,112856.png,1.5708,112856.json,11.0
"['gauge', 'measurement', 'radius', 'tool']",0.91666,16.63541603088379,4.30749,13979.3,2013-09-10T19:28:39,Radius Gauge ,1,1,,2.35575,tools,3.19902,,845.16,0.573577,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,27.0,8.13716e-07,461,3.0,289679.stl,1.01383,,3.0,,19.96875,149026,,3.2816903591156006,0.0650797,,8.6815,45.6188,1.66493,1,3.956049680709839,21.1568,hand-tools,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/89/d9/fe/f9/6d/RadiusGauge5_16in.STL,5.0,34.1601,0.000341648,3.24839,1,7.0,3.0,6.0,31.1915,1.5708,,iamjonlawrence,922,0.653669,0.144142,289679.png,1.5708,289679.json,10.0
"['container', 'Fushigi', 'openscad', 'parametric', 'spool']",1.71868,-28.899999618530273,2.61707,767019000000000.0,2012-08-09T16:39:24,Yin Yang cable spool with detachable lid ,1,1,31,2.73789,household,1.47566,,6891.89,0.537301,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,50.0,0.000130434,1979,3.0,83677.stl,1.00027,-26,,,-28.829599380493164,28255,,-2.0159599781036377,0.487583,,7.64589,410.025,5.42858,1,2.0159599781036377,69.0931,containers,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/c6/14/db/5a/de/yinyang2_base.stl,5.0,17.1152,,5.87358,,7.0,,6.07883,4886890000000.0,1.5708,96,Sal,4010,2.33349,0.71294,83677.png,1.5708,83677.json,8.0
"['bugatti', 'engine', 'motor', 'VR6', 'W12', 'W16', 'W8']",0.143788,-24.5,2.15384,182.872,2013-04-02T03:57:24,W Engines ,1,1,,3.08992,toys-and-games,1.39774,,3671.76,0.137684,6,1.5708,1,6.0,Creative Commons - Attribution,12.0,,12756,4.0,168908.stl,1.00194,-12,3.0,,-23.6955509185791,68806,,-12.0,0.0634715,,2.49362,4.2367,0.30184,1,-11.054969787597656,2.96003,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/b9/e6/70/56/8e/W12rods.stl,5.0,2.22798,0.00123207,0.415519,1,7.0,3.0,6.00564,2.56606,0.0435923,,petropixel,25536,0.157893,0.0795142,168908.png,0.0959215,168908.json,7.0
"['building_blocks', 'Magnets', 'toy']",0.125846,-40.472694396972656,2.20162,736177000000000.0,2012-12-31T15:44:39,Magna  Structures ,1,1,1,3.14159,toys-and-games,1.22526,264,3192.46,0.294125,5,1.78833,1,6.0,Creative Commons - Attribution - Share Alike,59.0,0.0265449,12686,3.0,112825.stl,1.00022,2,55.45800018310547,,-39.92089080810547,39815,,-195.24783325195312,0.00169259,6.53126e-06,49.5844,6052.06,0.276604,1,-194.5989990234375,1332.45,toy-and-game-accessories,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/99/9b/a1/e7/a1/Quad.stl,5.0,19.0796,,0.622768,,8.0,55.45800018310547,5.99905,29458700000.0,0.213597,7333,jasonwelsh,25368,0.132672,0.00717559,112825.png,1.47898,112825.json,9.0
"['3D', 'calligraphy', 'ooml', 'Plastic_Valley', 'stamp', 'tool', 'UC3M']",0.858798,-22.5,1.69989,2682680.0,2012-05-02T08:54:40,Printable Rocker Blotter  ,1,1,,2.18497,art,1.24039,,5692.11,0.15681,1,0.983027,1,6.0,Creative Commons - Attribution - Share Alike,101.0,0.0369472,3312,3.0,68812.stl,1.05584,-2,15.0,,-22.5,22398,,-3.75,0.0406977,8.78586e-06,5.58068,73.0969,0.860471,1,3.75,27.1896,art-tools,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/52/87/46/b1/82/ElegantHolder.stl,6.0,675.0,6.34898e-06,1.21161,1,6.0,-15.0,6.00362,1389.06,0.0628164,,Nicuma,6628,0.0964509,0.0725197,68812.png,0.876299,68812.json,7.0
"['arduino', 'cat', 'feeder', 'openscad', 'parametric', 'pet']",6.66809,-56.0,16.1442,914794000000000.0,2012-08-10T21:30:58,Auger-based Cat Feeder ,1,1,1,3.14159,household,3.44451,35,19990.9,0.651648,2,1.57598,1,6.0,Creative Commons - Attribution,80.0,0.413083,1495,3.0,83004.stl,-914791000000000.0,-4,4.999999873689376e-06,,-53.55030059814453,27854,,-29.0,1.15544,4.87666e-05,56.6004,1634.04,29.3057,1,-29.0,102.804,pets,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/7e/c9/33/26/39/auger_screwplate.stl,5.0,288.0,,29.3427,,8.0,2.077230057341735e-14,6.01605,-306254000000.0,1.38735,97,kitlaan,2998,5.94422,1.72526,83004.png,1.5708,83004.json,9.0
"['drone', 'folding', 'frame', 'Hovership', 'quad', 'Quadcopter']",0.959097,10.118699073791504,2.33519,5367680.0,2014-10-22T19:27:53,Hovership MHQ2 ,1,1,,1.60109,hobby,1.34255,,6424.03,0.192576,1,1.5708,1,6.0,Creative Commons - Attribution - Non-Commercial,33.0,0.0540546,3337,3.0,842507.stl,1.00003,-12,3.5000252723693848,,15.125975608825684,511668,,24.635292053222656,0.00862102,0.00278135,9.83137,118.459,1.12603,1,24.789466857910156,39.834,rc-vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/77/81/05/7b/f9/arm-xl.STL,5.0,234.943,1.71119e-06,2.42062,1,7.0,3.5000252723693848,6.02158,1010.59,0.122514,,Hovership,6698,0.3203,0.0276201,842507.png,0.288923,842507.json,8.0
"['compost', 'shredder']",11.7293,43.81412887573242,4.44407,376396000.0,2014-06-07T20:03:12,Compost shredder ,,1,,2.74447,household,1.8559,,51984.1,0.555055,1,1.5708,1,5.0,Attribution - Non-Commercial - Share Alike,34.0,,2245,2.0,619675.stl,1.00071,-25,42.52359390258789,108,48.302940368652344,356580,,,0.190806,,12.4844,96.2593,34.7608,1,,51.8854,outdoor-and-garden,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/39/7e/bd/65/ae/side_print.STL,5.0,713.262,0.000646992,56.441,,7.0,40.08138656616211,5.9706,171446.0,1.5708,181,thymark,4432,4.99078,1.01662,619675.png,1.5708,619675.json,10.0
['LulzBot'],15.9975,0.8640000224113464,1.83635,3120080.0,2012-12-16T17:10:26,Projekt MUSE Z-System ,1,1,,3.14159,toys-and-games,1.23296,,4735.25,0.721636,1,1.5708,,6.0,Creative Commons - Attribution - Share Alike,11.0,0.00355967,145,3.0,108338.stl,1.0,-3,4.996000289916992,,1.0180000066757202,38052,,1.2340000867843628,4.32663,,6.90705,57.3702,38.0779,1,1.4980000257492065,16.2091,games,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/6d/3b/dc/4c/e6/ocean_cap_z_system_hex_repaired.stl,5.0,184.706,0.00184199,80.8273,,9.0,,6.12414,13230.1,1.5708,18,seravi,296,10.697,8.14375,108338.png,1.5708,108338.json,9.0
"['2040', 'futurist', 'grabcad', 'replicator2', 'rocket', 'ship', 'shuttle', 'space']",0.151676,108.0546875,2.44597,45629000.0,2012-12-30T18:13:56,2040 futurist vehicle ,,1,,3.01455,models,1.53373,,23008.6,0.124156,16,0.184157,,6.0,Attribution - Non-Commercial - Share Alike,77.0,0.0494249,75856,3.0,112545.stl,1.00001,-36,189.9187774658203,88,108.12247467041016,39701,,94.30697631835938,0.00596272,0.0044857,5.43271,36.1076,0.30443,1,94.48284149169922,14.413,vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/02/ac/53/e6/56/modul_2040_-_seat-1.STL,6.0,62.8406,9.77889e-09,0.549465,,7.0,189.39697265625,6.00053,759.882,0.125762,17272,gedup,151696,0.100412,0.0192778,112545.png,0.164878,112545.json,8.0
"['4-8-8-4', 'Locomotive', 'railroad', 'scale_model', 'Steam_Locomotive', 'steam_train', 'Union_Pacific']",3.04482,28.786659240722656,10.352,124215000.0,2014-02-27T19:59:32,4-8-8-4 Big Boy Locomotive ,1,1,,1.57754,models,5.30535,,9365.86,0.520063,1,1.5708,1,5.0,Creative Commons - Attribution,47.0,,1530,4.0,472107.stl,1.00046,-8,45.13784408569336,,31.32668113708496,259005,,57.07612228393555,0.444345,,43.2423,193.599,2.82628,1,57.081905364990234,106.593,vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d7/2a/37/d8/df/MirrorLink_Support_Frame.STL,5.0,343.01,0.00020217,5.37638,1,7.0,45.13784408569336,6.03137,42568.0,1.5708,,MakerBot,3076,1.55442,0.756254,472107.png,1.5708,472107.json,9.0
"['arduino', 'humanoid', 'Kickstarter', 'RAPIRO', 'Raspberry_Pi', 'robot', 'servo']",0.773077,4.887352466583252,3.94892,740874.0,2014-05-01T22:52:39,RAPIRO - The Humanoid Robot for your Raspberry Pi ,,1,,2.87104,hobby,1.66941,,33163.5,0.142129,1,1.45417,1,6.0,Creative Commons - Attribution,91.0,0.0215029,21570,3.0,548878.stl,1.00017,-7,60.79999923706055,256,9.055177688598633,309466,,14.25,0.016041,0.00184326,8.63773,388.844,1.01347,1,25.423965454101562,154.016,robotics,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/e4/ba/46/14/d2/20_foot_L.STL,6.0,432.351,3.20704e-07,2.08073,,7.0,60.79999923706055,5.97821,277.514,0.0486714,114,ShotaIshiwatari,42898,0.171322,0.0418743,548878.png,0.0641204,548878.json,8.0
"['2040', 'Automotive', 'grabcad', 'toy']",1.06153,0.2059812992811203,7.79712,4972900.0,2013-02-08T22:34:23,Trike 2040 ,1,1,,3.10961,toys-and-games,1.57619,,8919.01,0.349221,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,41.0,0.046956,4185,3.0,130032.stl,1.00002,-16,63.32925033569336,,0.21305570006370544,48418,,20.691709518432617,0.0360415,0.000235601,28.1694,552.918,3.10767,1,20.72854995727539,453.102,mechanical-toys,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/9e/64/b4/7b/0f/Rim_A_1_Sx.stl,4.0,26.2628,1.19958e-05,5.97647,,7.0,61.17512893676758,6.02294,1198.56,0.332731,82,FCPRS,8402,1.01454,0.0764025,130032.png,1.56132,130032.json,8.0
