category,dataset,model,binvox,dimension,x_rotations,z_rotations,max,min,mean,loss
sofa,train,sofa_0185.off,sofa_0185_32_x0_z0.binvox,32,0,0,0.9997837,0.0,0.09413254,0.0035597368
sofa,train,sofa_0055.off,sofa_0055_32_x0_z0.binvox,32,0,0,0.99997354,0.0,0.062916696,0.0021949236
sofa,train,sofa_0577.off,sofa_0577_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.13231331,0.0027492852
sofa,train,sofa_0554.off,sofa_0554_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.10240909,0.0013348057
sofa,train,sofa_0090.off,sofa_0090_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.075936295,0.0024813323
sofa,train,sofa_0590.off,sofa_0590_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.18392058,0.0043704007
sofa,train,sofa_0038.off,sofa_0038_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.10037182,0.0021036626
sofa,train,sofa_0356.off,sofa_0356_32_x0_z0.binvox,32,0,0,0.999977,0.0,0.074433945,0.0022406045
sofa,train,sofa_0443.off,sofa_0443_32_x0_z0.binvox,32,0,0,1.0,0.0,0.1972892,0.0039750347
sofa,train,sofa_0526.off,sofa_0526_32_x0_z0.binvox,32,0,0,1.0,0.0,0.10660957,0.0021993602
sofa,train,sofa_0449.off,sofa_0449_32_x0_z0.binvox,32,0,0,0.9999685,0.0,0.123919204,0.0027460102
sofa,train,sofa_0641.off,sofa_0641_32_x0_z0.binvox,32,0,0,0.9999969,0.0,0.07341829,0.0026129503
sofa,train,sofa_0119.off,sofa_0119_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.10858922,0.0020811784
sofa,train,sofa_0525.off,sofa_0525_32_x0_z0.binvox,32,0,0,0.99999833,0.0,0.06664411,0.0017300679
sofa,train,sofa_0447.off,sofa_0447_32_x0_z0.binvox,32,0,0,0.9991147,0.0,0.07679295,0.003802311
sofa,train,sofa_0424.off,sofa_0424_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.13937698,0.0023885935
sofa,train,sofa_0029.off,sofa_0029_32_x0_z0.binvox,32,0,0,1.0,0.0,0.12722242,0.001631097
sofa,train,sofa_0098.off,sofa_0098_32_x0_z0.binvox,32,0,0,0.9999981,0.0,0.15671135,0.0032306598
sofa,train,sofa_0230.off,sofa_0230_32_x0_z0.binvox,32,0,0,0.99999666,0.0,0.113551155,0.0019422425
sofa,train,sofa_0126.off,sofa_0126_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.1981383,0.0031852657
sofa,train,sofa_0438.off,sofa_0438_32_x0_z0.binvox,32,0,0,0.9999838,0.0,0.1434391,0.0040391097
sofa,train,sofa_0467.off,sofa_0467_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.23949665,0.005701551
sofa,train,sofa_0268.off,sofa_0268_32_x0_z0.binvox,32,0,0,1.0,0.0,0.12538455,0.0017305319
sofa,train,sofa_0208.off,sofa_0208_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.21816412,0.0018566158
sofa,train,sofa_0129.off,sofa_0129_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.09374002,0.001746681
sofa,train,sofa_0016.off,sofa_0016_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.10297526,0.0018196085
sofa,train,sofa_0508.off,sofa_0508_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.1340674,0.002486436
sofa,train,sofa_0047.off,sofa_0047_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.09183889,0.0019030779
sofa,train,sofa_0440.off,sofa_0440_32_x0_z0.binvox,32,0,0,0.9999864,0.0,0.09417753,0.002086937
sofa,train,sofa_0482.off,sofa_0482_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.10196762,0.0018578825
sofa,train,sofa_0273.off,sofa_0273_32_x0_z0.binvox,32,0,0,0.9999927,0.0,0.0560622,0.0015847257
sofa,train,sofa_0605.off,sofa_0605_32_x0_z0.binvox,32,0,0,0.99999785,0.0,0.12335793,0.0028361338
sofa,train,sofa_0009.off,sofa_0009_32_x0_z0.binvox,32,0,0,0.99999475,0.0,0.081288345,0.0021510497
sofa,train,sofa_0580.off,sofa_0580_32_x0_z0.binvox,32,0,0,0.99998176,0.0,0.06680888,0.0015127703
sofa,train,sofa_0506.off,sofa_0506_32_x0_z0.binvox,32,0,0,0.9999888,0.0,0.056770172,0.001479071
sofa,train,sofa_0164.off,sofa_0164_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.09211718,0.0016599928
sofa,train,sofa_0564.off,sofa_0564_32_x0_z0.binvox,32,0,0,0.9999931,0.0,0.12544663,0.003274714
sofa,train,sofa_0222.off,sofa_0222_32_x0_z0.binvox,32,0,0,0.99998546,0.0,0.07393843,0.0015951045
sofa,train,sofa_0585.off,sofa_0585_32_x0_z0.binvox,32,0,0,0.9997478,0.0,0.057304703,0.0029532968
sofa,train,sofa_0481.off,sofa_0481_32_x0_z0.binvox,32,0,0,0.9999989,0.0,0.06987177,0.0011280491
sofa,train,sofa_0154.off,sofa_0154_32_x0_z0.binvox,32,0,0,0.999985,0.0,0.16447365,0.0039140396
sofa,train,sofa_0037.off,sofa_0037_32_x0_z0.binvox,32,0,0,0.9999907,0.0,0.057208598,0.0009135108
sofa,train,sofa_0377.off,sofa_0377_32_x0_z0.binvox,32,0,0,0.999995,0.0,0.13302495,0.0023381128
sofa,train,sofa_0242.off,sofa_0242_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.13402328,0.00196303
sofa,train,sofa_0249.off,sofa_0249_32_x0_z0.binvox,32,0,0,0.9999721,0.0,0.108983725,0.0024740165
sofa,train,sofa_0220.off,sofa_0220_32_x0_z0.binvox,32,0,0,0.999964,0.0,0.07394906,0.0015387654
sofa,train,sofa_0039.off,sofa_0039_32_x0_z0.binvox,32,0,0,0.9999982,0.0,0.16472316,0.0034169864
sofa,train,sofa_0411.off,sofa_0411_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.13976641,0.0031586215
sofa,train,sofa_0393.off,sofa_0393_32_x0_z0.binvox,32,0,0,0.9995148,0.0,0.05933065,0.0033833901
sofa,train,sofa_0418.off,sofa_0418_32_x0_z0.binvox,32,0,0,0.9999796,0.0,0.17418751,0.006090394
sofa,train,sofa_0518.off,sofa_0518_32_x0_z0.binvox,32,0,0,0.9999963,0.0,0.08417627,0.0017790427
sofa,train,sofa_0081.off,sofa_0081_32_x0_z0.binvox,32,0,0,0.9999535,0.0,0.05422847,0.0018727469
sofa,train,sofa_0491.off,sofa_0491_32_x0_z0.binvox,32,0,0,0.99999845,0.0,0.09895971,0.0016431522
sofa,train,sofa_0426.off,sofa_0426_32_x0_z0.binvox,32,0,0,0.9999976,0.0,0.16921565,0.0023883523
sofa,train,sofa_0548.off,sofa_0548_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.13459796,0.002016875
sofa,train,sofa_0661.off,sofa_0661_32_x0_z0.binvox,32,0,0,0.99997306,0.0,0.114120215,0.003634496
sofa,train,sofa_0063.off,sofa_0063_32_x0_z0.binvox,32,0,0,0.99996114,0.0,0.07991165,0.0023988592
sofa,train,sofa_0313.off,sofa_0313_32_x0_z0.binvox,32,0,0,0.99982244,0.0,0.08576718,0.0027736626
sofa,train,sofa_0420.off,sofa_0420_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.11910783,0.0030389372
sofa,train,sofa_0171.off,sofa_0171_32_x0_z0.binvox,32,0,0,0.99981517,0.0,0.082661174,0.0025635266
sofa,train,sofa_0086.off,sofa_0086_32_x0_z0.binvox,32,0,0,0.99965644,0.0,0.08370525,0.003976901
sofa,train,sofa_0625.off,sofa_0625_32_x0_z0.binvox,32,0,0,0.99999094,0.0,0.11929784,0.0037484686
sofa,train,sofa_0010.off,sofa_0010_32_x0_z0.binvox,32,0,0,0.9999982,0.0,0.06869329,0.0011277328
sofa,train,sofa_0069.off,sofa_0069_32_x0_z0.binvox,32,0,0,0.9999205,0.0,0.08813175,0.003386322
sofa,train,sofa_0457.off,sofa_0457_32_x0_z0.binvox,32,0,0,0.999998,0.0,0.1307174,0.0039654067
sofa,train,sofa_0297.off,sofa_0297_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.10146666,0.0031948576
sofa,train,sofa_0364.off,sofa_0364_32_x0_z0.binvox,32,0,0,0.999964,0.0,0.07862568,0.0020961787
sofa,train,sofa_0127.off,sofa_0127_32_x0_z0.binvox,32,0,0,0.99447626,0.0,0.03661033,0.0020099124
sofa,train,sofa_0574.off,sofa_0574_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.10312669,0.0010840457
sofa,train,sofa_0071.off,sofa_0071_32_x0_z0.binvox,32,0,0,0.99999225,0.0,0.07777383,0.0012613195
sofa,train,sofa_0402.off,sofa_0402_32_x0_z0.binvox,32,0,0,0.9998128,0.0,0.04889733,0.0017060082
sofa,train,sofa_0114.off,sofa_0114_32_x0_z0.binvox,32,0,0,0.99997973,0.0,0.1116134,0.0042826477
sofa,train,sofa_0034.off,sofa_0034_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.12246841,0.0018225064
sofa,train,sofa_0545.off,sofa_0545_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.09312463,0.0016410798
sofa,train,sofa_0629.off,sofa_0629_32_x0_z0.binvox,32,0,0,0.9999975,0.0,0.088715464,0.0015507351
sofa,train,sofa_0652.off,sofa_0652_32_x0_z0.binvox,32,0,0,1.0,0.0,0.11539255,0.0011538645
sofa,train,sofa_0012.off,sofa_0012_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.1452346,0.001885514
sofa,train,sofa_0159.off,sofa_0159_32_x0_z0.binvox,32,0,0,0.99998665,0.0,0.0697108,0.0016638669
sofa,train,sofa_0626.off,sofa_0626_32_x0_z0.binvox,32,0,0,0.99998033,0.0,0.073277615,0.0021552562
sofa,train,sofa_0414.off,sofa_0414_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.15135252,0.0031077377
sofa,train,sofa_0336.off,sofa_0336_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.11268403,0.0015602196
sofa,train,sofa_0137.off,sofa_0137_32_x0_z0.binvox,32,0,0,0.9999976,0.0,0.085711636,0.0013543505
sofa,train,sofa_0597.off,sofa_0597_32_x0_z0.binvox,32,0,0,0.9999981,0.0,0.07105168,0.0022097854
sofa,train,sofa_0295.off,sofa_0295_32_x0_z0.binvox,32,0,0,0.99999845,0.0,0.13614118,0.0032997136
sofa,train,sofa_0461.off,sofa_0461_32_x0_z0.binvox,32,0,0,0.9999989,0.0,0.08944817,0.0023426572
sofa,train,sofa_0511.off,sofa_0511_32_x0_z0.binvox,32,0,0,0.99985003,0.0,0.09454684,0.0037145398
sofa,train,sofa_0089.off,sofa_0089_32_x0_z0.binvox,32,0,0,0.9999989,0.0,0.22392385,0.0031227903
sofa,train,sofa_0372.off,sofa_0372_32_x0_z0.binvox,32,0,0,0.9999989,0.0,0.08784954,0.001848847
sofa,train,sofa_0228.off,sofa_0228_32_x0_z0.binvox,32,0,0,0.99998915,0.0,0.09569652,0.002300751
sofa,train,sofa_0550.off,sofa_0550_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.21375884,0.006095289
sofa,train,sofa_0479.off,sofa_0479_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.10037514,0.00129166
sofa,train,sofa_0073.off,sofa_0073_32_x0_z0.binvox,32,0,0,0.9999981,0.0,0.12377199,0.0021343166
sofa,train,sofa_0649.off,sofa_0649_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.09963615,0.0025679679
sofa,train,sofa_0212.off,sofa_0212_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.15148579,0.0022962003
sofa,train,sofa_0205.off,sofa_0205_32_x0_z0.binvox,32,0,0,0.9999882,0.0,0.09087701,0.002328802
sofa,train,sofa_0296.off,sofa_0296_32_x0_z0.binvox,32,0,0,0.999995,0.0,0.09355632,0.0022751424
sofa,train,sofa_0144.off,sofa_0144_32_x0_z0.binvox,32,0,0,0.99997807,0.0,0.068127096,0.0020770195
sofa,train,sofa_0459.off,sofa_0459_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.17007455,0.0025389106
sofa,train,sofa_0077.off,sofa_0077_32_x0_z0.binvox,32,0,0,0.9999871,0.0,0.09568454,0.002079322
sofa,train,sofa_0369.off,sofa_0369_32_x0_z0.binvox,32,0,0,0.9999926,0.0,0.0557171,0.0019834978
sofa,train,sofa_0593.off,sofa_0593_32_x0_z0.binvox,32,0,0,0.99994063,0.0,0.1399004,0.0064191334
sofa,train,sofa_0400.off,sofa_0400_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.17799541,0.0034364942
sofa,train,sofa_0552.off,sofa_0552_32_x0_z0.binvox,32,0,0,0.9999989,0.0,0.13608244,0.002088728
sofa,train,sofa_0173.off,sofa_0173_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.17404273,0.0017411404
sofa,train,sofa_0603.off,sofa_0603_32_x0_z0.binvox,32,0,0,0.9999988,0.0,0.08967222,0.0013002995
sofa,train,sofa_0102.off,sofa_0102_32_x0_z0.binvox,32,0,0,0.9999964,0.0,0.11328935,0.0025011946
sofa,train,sofa_0533.off,sofa_0533_32_x0_z0.binvox,32,0,0,0.9998714,0.0,0.07093847,0.0024896113
sofa,train,sofa_0170.off,sofa_0170_32_x0_z0.binvox,32,0,0,0.999997,0.0,0.12377621,0.0030382667
sofa,train,sofa_0167.off,sofa_0167_32_x0_z0.binvox,32,0,0,0.9999732,0.0,0.055186175,0.0017752639
sofa,train,sofa_0139.off,sofa_0139_32_x0_z0.binvox,32,0,0,0.9999908,0.0,0.07978508,0.0016172212
sofa,train,sofa_0553.off,sofa_0553_32_x0_z0.binvox,32,0,0,0.9997826,0.0,0.040900588,0.0008698215
sofa,train,sofa_0177.off,sofa_0177_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.13315076,0.0028801663
sofa,train,sofa_0678.off,sofa_0678_32_x0_z0.binvox,32,0,0,0.9999951,0.0,0.15721285,0.004115729
sofa,train,sofa_0602.off,sofa_0602_32_x0_z0.binvox,32,0,0,0.99999535,0.0,0.07453043,0.0017838491
sofa,train,sofa_0310.off,sofa_0310_32_x0_z0.binvox,32,0,0,0.999997,0.0,0.09022339,0.001924133
sofa,train,sofa_0247.off,sofa_0247_32_x0_z0.binvox,32,0,0,0.999992,0.0,0.08479963,0.001472086
sofa,train,sofa_0410.off,sofa_0410_32_x0_z0.binvox,32,0,0,0.9999144,0.0,0.058748253,0.0019018116
sofa,train,sofa_0305.off,sofa_0305_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.12993272,0.0018509834
sofa,train,sofa_0128.off,sofa_0128_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.116314694,0.0030642254
sofa,train,sofa_0632.off,sofa_0632_32_x0_z0.binvox,32,0,0,0.99994385,0.0,0.052256495,0.0021768142
sofa,train,sofa_0005.off,sofa_0005_32_x0_z0.binvox,32,0,0,0.9978496,0.0,0.051420745,0.0018361085
sofa,train,sofa_0637.off,sofa_0637_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.12557034,0.0013798932
sofa,train,sofa_0254.off,sofa_0254_32_x0_z0.binvox,32,0,0,1.0,0.0,0.18035732,0.0020711778
sofa,train,sofa_0158.off,sofa_0158_32_x0_z0.binvox,32,0,0,0.99973077,0.0,0.06788884,0.003015515
sofa,train,sofa_0538.off,sofa_0538_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.1371267,0.0037103305
sofa,train,sofa_0401.off,sofa_0401_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.124872595,0.002213637
sofa,train,sofa_0673.off,sofa_0673_32_x0_z0.binvox,32,0,0,0.9999982,0.0,0.21081585,0.0030845962
sofa,train,sofa_0288.off,sofa_0288_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.20356913,0.003372789
sofa,train,sofa_0053.off,sofa_0053_32_x0_z0.binvox,32,0,0,0.9999993,0.0,0.14895284,0.0013869079
sofa,train,sofa_0600.off,sofa_0600_32_x0_z0.binvox,32,0,0,0.99999297,0.0,0.070093,0.0016875342
sofa,train,sofa_0318.off,sofa_0318_32_x0_z0.binvox,32,0,0,0.99993634,0.0,0.1354605,0.003326518
sofa,train,sofa_0375.off,sofa_0375_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.094523974,0.0013381776
sofa,train,sofa_0227.off,sofa_0227_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.11200706,0.0016591932
sofa,train,sofa_0489.off,sofa_0489_32_x0_z0.binvox,32,0,0,0.99972564,0.0,0.06330936,0.0019920785
sofa,train,sofa_0317.off,sofa_0317_32_x0_z0.binvox,32,0,0,0.99983954,0.0,0.059793595,0.0018052174
sofa,train,sofa_0334.off,sofa_0334_32_x0_z0.binvox,32,0,0,1.0,0.0,0.1400182,0.001471404
sofa,train,sofa_0250.off,sofa_0250_32_x0_z0.binvox,32,0,0,0.99962986,0.0,0.046030574,0.0017393919
sofa,train,sofa_0396.off,sofa_0396_32_x0_z0.binvox,32,0,0,0.9999974,0.0,0.102181025,0.0016639032
sofa,train,sofa_0303.off,sofa_0303_32_x0_z0.binvox,32,0,0,0.99999833,0.0,0.11852058,0.0026177275
sofa,train,sofa_0322.off,sofa_0322_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.118632,0.0015080913
sofa,train,sofa_0397.off,sofa_0397_32_x0_z0.binvox,32,0,0,0.9999987,0.0,0.13111855,0.0021244527
sofa,train,sofa_0572.off,sofa_0572_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.11061638,0.0024730423
sofa,train,sofa_0650.off,sofa_0650_32_x0_z0.binvox,32,0,0,0.9999776,0.0,0.09418887,0.0035437974
sofa,train,sofa_0596.off,sofa_0596_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.08172147,0.0013297386
sofa,train,sofa_0066.off,sofa_0066_32_x0_z0.binvox,32,0,0,0.99999857,0.0,0.11126034,0.0016117418
sofa,train,sofa_0631.off,sofa_0631_32_x0_z0.binvox,32,0,0,0.9999689,0.0,0.11463084,0.004444012
sofa,train,sofa_0517.off,sofa_0517_32_x0_z0.binvox,32,0,0,0.999874,0.0,0.06884174,0.003297173
sofa,train,sofa_0107.off,sofa_0107_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.12772816,0.0027058653
sofa,train,sofa_0532.off,sofa_0532_32_x0_z0.binvox,32,0,0,0.9999279,0.0,0.059191365,0.0016981584
sofa,train,sofa_0143.off,sofa_0143_32_x0_z0.binvox,32,0,0,0.999995,0.0,0.12093609,0.002390266
sofa,train,sofa_0025.off,sofa_0025_32_x0_z0.binvox,32,0,0,0.99999774,0.0,0.18163635,0.004149947
sofa,train,sofa_0588.off,sofa_0588_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.14385873,0.0021105425
sofa,train,sofa_0569.off,sofa_0569_32_x0_z0.binvox,32,0,0,0.99999166,0.0,0.15076391,0.0031955552
sofa,train,sofa_0210.off,sofa_0210_32_x0_z0.binvox,32,0,0,0.99999845,0.0,0.13929191,0.0016237879
sofa,train,sofa_0201.off,sofa_0201_32_x0_z0.binvox,32,0,0,0.9999894,0.0,0.069924414,0.0012269288
sofa,train,sofa_0620.off,sofa_0620_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.14151588,0.0027943933
sofa,train,sofa_0547.off,sofa_0547_32_x0_z0.binvox,32,0,0,0.9999025,0.0,0.05232921,0.0010549022
sofa,train,sofa_0117.off,sofa_0117_32_x0_z0.binvox,32,0,0,0.9999776,0.0,0.066709846,0.0016939286
sofa,train,sofa_0373.off,sofa_0373_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.096145526,0.002714423
sofa,train,sofa_0502.off,sofa_0502_32_x0_z0.binvox,32,0,0,0.99997675,0.0,0.07527903,0.0010051349
sofa,train,sofa_0539.off,sofa_0539_32_x0_z0.binvox,32,0,0,1.0,0.0,0.11862845,0.003693871
sofa,train,sofa_0216.off,sofa_0216_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.15253909,0.0023327062
sofa,train,sofa_0035.off,sofa_0035_32_x0_z0.binvox,32,0,0,0.9999939,0.0,0.12540577,0.0030386127
sofa,train,sofa_0145.off,sofa_0145_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.12193948,0.002381268
sofa,train,sofa_0120.off,sofa_0120_32_x0_z0.binvox,32,0,0,0.99999726,0.0,0.11770923,0.002481966
sofa,train,sofa_0573.off,sofa_0573_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.08296057,0.000878762
sofa,train,sofa_0135.off,sofa_0135_32_x0_z0.binvox,32,0,0,0.9998503,0.0,0.049774952,0.0011050367
sofa,train,sofa_0113.off,sofa_0113_32_x0_z0.binvox,32,0,0,0.9999933,0.0,0.1083904,0.0028889303
sofa,train,sofa_0636.off,sofa_0636_32_x0_z0.binvox,32,0,0,0.9999951,0.0,0.099150434,0.0019005059
sofa,train,sofa_0199.off,sofa_0199_32_x0_z0.binvox,32,0,0,0.99994993,0.0,0.11251099,0.0032757027
sofa,train,sofa_0349.off,sofa_0349_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.18207964,0.0015829031
sofa,train,sofa_0109.off,sofa_0109_32_x0_z0.binvox,32,0,0,0.99992025,0.0,0.07272073,0.0025141998
sofa,train,sofa_0408.off,sofa_0408_32_x0_z0.binvox,32,0,0,0.9999914,0.0,0.14833364,0.0029670196
sofa,train,sofa_0027.off,sofa_0027_32_x0_z0.binvox,32,0,0,0.9999964,0.0,0.14285308,0.0029387986
sofa,train,sofa_0599.off,sofa_0599_32_x0_z0.binvox,32,0,0,0.9999813,0.0,0.1277899,0.0042816773
sofa,train,sofa_0246.off,sofa_0246_32_x0_z0.binvox,32,0,0,0.9999747,0.0,0.060095046,0.0020105292
sofa,train,sofa_0581.off,sofa_0581_32_x0_z0.binvox,32,0,0,0.99999833,0.0,0.1433249,0.0027120458
sofa,train,sofa_0182.off,sofa_0182_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.14710715,0.0023324748
sofa,train,sofa_0315.off,sofa_0315_32_x0_z0.binvox,32,0,0,0.99999785,0.0,0.15082225,0.0021515214
sofa,train,sofa_0003.off,sofa_0003_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.18050559,0.0022698282
sofa,train,sofa_0627.off,sofa_0627_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.08640066,0.0027775378
sofa,train,sofa_0130.off,sofa_0130_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.20750944,0.0025750308
sofa,train,sofa_0036.off,sofa_0036_32_x0_z0.binvox,32,0,0,0.999226,0.0,0.059088003,0.0019747857
sofa,train,sofa_0150.off,sofa_0150_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.07531663,0.0014998014
sofa,train,sofa_0634.off,sofa_0634_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.1472401,0.0038036155
sofa,train,sofa_0251.off,sofa_0251_32_x0_z0.binvox,32,0,0,0.99999976,0.0,0.10820737,0.0022305604
sofa,train,sofa_0236.off,sofa_0236_32_x0_z0.binvox,32,0,0,0.99997365,0.0,0.09369272,0.0020968155
sofa,train,sofa_0011.off,sofa_0011_32_x0_z0.binvox,32,0,0,0.9999945,0.0,0.1261875,0.0038182358
sofa,train,sofa_0362.off,sofa_0362_32_x0_z0.binvox,32,0,0,0.9999987,0.0,0.06325895,0.0011066436
sofa,train,sofa_0100.off,sofa_0100_32_x0_z0.binvox,32,0,0,0.99992144,0.0,0.09241134,0.0021729462
sofa,train,sofa_0221.off,sofa_0221_32_x0_z0.binvox,32,0,0,0.99999917,0.0,0.10922723,0.0019159234
sofa,train,sofa_0503.off,sofa_0503_32_x0_z0.binvox,32,0,0,0.999931,0.0,0.08079413,0.0023647482
sofa,train,sofa_0528.off,sofa_0528_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.11207364,0.0017186141
sofa,train,sofa_0445.off,sofa_0445_32_x0_z0.binvox,32,0,0,0.9999999,0.0,0.18871637,0.0036879196
sofa,train,sofa_0008.off,sofa_0008_32_x0_z0.binvox,32,0,0,0.99999094,0.0,0.0813635,0.0035006027
sofa,train,sofa_0241.off,sofa_0241_32_x0_z0.binvox,32,0,0,0.99926335,0.0,0.058014035,0.0029383097
sofa,train,sofa_0483.off,sofa_0483_32_x0_z0.binvox,32,0,0,0.99997866,0.0,0.082690634,0.0024991245
sofa,train,sofa_0204.off,sofa_0204_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.13747437,0.0016448761
sofa,train,sofa_0323.off,sofa_0323_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.11349776,0.0025969204
sofa,train,sofa_0354.off,sofa_0354_32_x0_z0.binvox,32,0,0,0.99999857,0.0,0.13662612,0.002254602
sofa,train,sofa_0653.off,sofa_0653_32_x0_z0.binvox,32,0,0,0.99999905,0.0,0.10638711,0.0014110564
sofa,train,sofa_0644.off,sofa_0644_32_x0_z0.binvox,32,0,0,0.9999696,0.0,0.09288342,0.0029201256
sofa,train,sofa_0217.off,sofa_0217_32_x0_z0.binvox,32,0,0,0.99999607,0.0,0.14898117,0.002992921
sofa,train,sofa_0628.off,sofa_0628_32_x0_z0.binvox,32,0,0,1.0,0.0,0.2787428,0.004766049
sofa,train,sofa_0287.off,sofa_0287_32_x0_z0.binvox,32,0,0,0.99999344,0.0,0.14410353,0.0009513136
sofa,train,sofa_0514.off,sofa_0514_32_x0_z0.binvox,32,0,0,0.99987984,0.0,0.06794075,0.0022749924
sofa,train,sofa_0607.off,sofa_0607_32_x0_z0.binvox,32,0,0,0.9999932,0.0,0.06538902,0.001321512
sofa,train,sofa_0146.off,sofa_0146_32_x0_z0.binvox,32,0,0,0.999998,0.0,0.07013497,0.0020786098
sofa,train,sofa_0316.off,sofa_0316_32_x0_z0.binvox,32,0,0,0.9999994,0.0,0.11342211,0.0023517571
sofa,train,sofa_0280.off,sofa_0280_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.1852296,0.0038178186
sofa,train,sofa_0598.off,sofa_0598_32_x0_z0.binvox,32,0,0,1.0,0.0,0.202801,0.0034592368
sofa,train,sofa_0368.off,sofa_0368_32_x0_z0.binvox,32,0,0,0.99999964,0.0,0.10542828,0.0010058727
sofa,train,sofa_0026.off,sofa_0026_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.11500778,0.001768898
sofa,train,sofa_0024.off,sofa_0024_32_x0_z0.binvox,32,0,0,0.9998338,0.0,0.08167706,0.0030588275
sofa,train,sofa_0044.off,sofa_0044_32_x0_z0.binvox,32,0,0,0.99982125,0.0,0.044464096,0.001669938
sofa,train,sofa_0062.off,sofa_0062_32_x0_z0.binvox,32,0,0,0.9999058,0.0,0.06361052,0.0018443977
sofa,train,sofa_0260.off,sofa_0260_32_x0_z0.binvox,32,0,0,0.99995387,0.0,0.06667278,0.0021891699
sofa,train,sofa_0304.off,sofa_0304_32_x0_z0.binvox,32,0,0,0.99999523,0.0,0.1052508,0.0014914132
sofa,train,sofa_0437.off,sofa_0437_32_x0_z0.binvox,32,0,0,0.99999595,0.0,0.09250544,0.0020539612
sofa,train,sofa_0576.off,sofa_0576_32_x0_z0.binvox,32,0,0,0.9999995,0.0,0.11796205,0.0023936336
sofa,train,sofa_0138.off,sofa_0138_32_x0_z0.binvox,32,0,0,0.9999877,0.0,0.0670726,0.0012719037
sofa,train,sofa_0423.off,sofa_0423_32_x0_z0.binvox,32,0,0,0.9999789,0.0,0.05960409,0.001891443
